Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
50,69,41,,GURUDASPUR
50,69,41,13,BIAGHAT
50,69,41,27,CHAPILA
50,69,41,40,DHARABARISHA
50,69,41,60,KHUBJIPUR
50,69,41,67,MOSHINDA
50,69,41,81,NAZIRPUR
50,69,44,,LALPUR
50,69,44,17,ARBAB
50,69,44,19,BILMARIA
50,69,44,28,CHANGDHUPAIL
50,69,44,38,DUARIA
50,69,44,47,DURDURIA
50,69,44,57,ARJUNPUR BOROMHATI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,69,44,66,ISHWARDI
50,69,44,76,KADAM CHILAN
50,69,44,85,LALPUR
50,69,44,95,WALIA
50,69,55,,NALDANGA
50,69,55,23,BIPRA BELGHARIA
50,69,55,26,BRAHMAPUR
50,69,55,58,KHAJURIA
50,69,55,73,MADHNAGAR
50,69,55,87,PIPRUL
50,69,63,,NATORE SADAR
50,69,63,20,BARA HARISHPUR
50,69,63,29,CHHATNI
50,69,63,36,DIGHAPATIA
50,69,63,43,HALSA
50,69,63,51,KAFURIA
50,69,63,65,LAKSHMIPUR KHOLABA
50,69,63,94,TEBARIA
50,69,91,,SINGRA
50,69,91,12,CHAMARI
50,69,91,15,CHHATAR DIGHI
50,69,91,23,CHAUGRAM
50,69,91,31,DAHIA
50,69,91,39,HATIANDAHA
50,69,91,47,ITALY
50,69,91,55,KALAM
50,69,91,63,LALORE
50,69,91,71,RAMANANDA KHAJURA
50,69,91,79,SHERKUL
50,69,91,87,TAJPUR
50,69,91,94,SUKASH
50,70,,,CHAPAI NABABGANJ
50,70,18,,BHOLAHAT
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,70,18,18,BHOLAHAT
50,70,18,37,DALDALI
50,70,18,56,GOHALBARI
50,70,18,75,JAMBARIA
50,70,37,,GOMASTAPUR
50,70,37,10,ALINAGAR
50,70,37,21,BHANGABARIA
50,70,37,31,BOALIA
50,70,37,42,CHOWDALA
50,70,37,52,GOMASTAPUR
50,70,37,63,PARBATIPUR
50,70,37,73,RADHANAGAR
50,70,37,84,ROHANPUR
50,70,56,,NACHOLE
50,70,56,19,FATEHPUR
50,70,56,38,KASBA UNION
50,70,56,57,NACHOLE
50,70,56,76,NIZAMPUR
50,70,66,,CHAPAI NABABGANJ SADAR
50,70,66,17,ALATULI
50,70,66,18,BALIDANGA
50,70,66,19,BARAGHARIA
50,70,66,20,CHAR ANUPNAGAR
50,70,66,22,CHAR BAGDANGA
50,70,66,27,DEBINAGAR
50,70,66,33,GOBRATALA
50,70,66,39,ISLAMPUR
50,70,66,44,JHILIM
50,70,66,55,MAHARAJPUR
50,70,66,67,NARAYANPUR
50,70,66,83,RANIHATI
50,70,66,89,SHAHJAHANPUR
50,70,66,94,SUNDARPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,70,88,,SHIBGANJ
50,70,88,10,BINODPUR
50,70,88,11,CHAK KIRTI
50,70,88,17,DAIPUKURIA
50,70,88,23,DHAINAGAR
50,70,88,29,DURLABHPUR
50,70,88,35,GHORAPAKHIA
50,70,88,41,KANSAT
50,70,88,47,MOBARAKPUR
50,70,88,53,MANAKOSA
50,70,88,59,NAYA NAOBHANGA
50,70,88,65,PANKA
50,70,88,71,SATRUJITPUR
50,70,88,77,SHAHBAJPUR
50,70,88,89,SHYAMPUR
50,70,88,95,UZIRPUR
50,76,,,PABNA
50,76,5,,ATGHARIA
50,76,5,15,CHANDBA
50,76,5,31,DEBOTTAR
50,76,5,47,EKDANTA
50,76,5,63,LAKSHMIPUR
50,76,5,79,MAJH PARA
50,76,16,,BERA
50,76,16,15,CHAKLA
50,76,16,21,DHALAR CHAR
50,76,16,31,HATURIA NAKALIA
50,76,16,42,JATSAKHNI
50,76,16,47,KYTOLA
50,76,16,52,MASUNDIA
50,76,16,63,NUTAN BHARENGA
50,76,16,73,PURAN BHARENGA
50,76,16,84,RUPPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,76,19,,BHANGURA
50,76,19,15,ASHTA MANISHA
50,76,19,31,BHANGURA
50,76,19,47,DIL PASAR
50,76,19,63,KHAN MARICH
50,76,19,79,PARBHANGURIA
50,76,22,,CHATMOHAR
50,76,22,11,CHHAIKHOLA
50,76,22,13,BILCHALAN
50,76,22,25,DANTHIA BAMANGRAM
50,76,22,34,FAILJANA
50,76,22,43,GUNAIGACHHA
50,76,22,51,HANDIAL
50,76,22,60,HARIPUR
50,76,22,70,MOTHURAPUR
50,76,22,77,MULGRAM
50,76,22,86,NIMAICHARA
50,76,22,94,PARSHADANGA
50,76,33,,FARIDPUR
50,76,33,10,BANWARINAGAR
50,76,33,31,BRI-LAHIRIBARI
50,76,33,42,DEMRA
50,76,33,52,FARIDPUR
50,76,33,63,HADAL
50,76,33,84,PUNGALI
50,76,39,,ISHWARDI
50,76,39,21,DASHURIA
50,76,39,31,LAKSHMIKUNDI
50,76,39,42,MULADULI
50,76,39,52,PAKSHI
50,76,39,63,SAHAPUR
50,76,39,73,SILIMPUR
50,76,39,84,SARA
Unions list of Bangladesh (as on 25-06-2014),,,,,
DIVISION,ZILA,UPAZILA/,UNION,,NAME
,,THANA,,,
50,76,55,,PABNA SADAR,
50,76,55,16,ATAIKOLA,
50,76,55,17,BHARARA,
50,76,55,25,CHAR TARAPUR,
50,76,55,34,DAPUNIA,
50,76,55,43,DOGACHHI,
50,76,55,51,GAYESHPUR,
50,76,55,60,HEMAYETPUR,
50,76,55,69,MALANCHI,
50,76,55,77,MALIGACHHA,
50,76,55,94,SADULLAHPUR,
50,76,72,,SANTHIA,
50,76,72,15,ATAIKOLA,
50,76,72,17,BHULBARIA,
50,76,72,25,DHOPADAHA,
50,76,72,34,DHULAURI,
50,76,72,43,GAURIGRAM,
50,76,72,51,KARANJA,
50,76,72,60,KASHINATHPUR,
50,76,72,69,KHATU PARA,
50,76,72,77,NAGDEMRA,
50,76,72,86,NANDANPUR,
50,76,83,,SUJANAGAR,
50,76,83,17,AHAMMEDPUR,
50,76,83,19,DULAI,
50,76,83,28,HATKHALI,
50,76,83,38,MANIKHAT,
50,76,83,47,NAZIRGANJ,
50,76,83,57,RANINAGAR,
50,76,83,66,SAGARKANDI,
50,76,83,76,SATBARIA,
50,76,83,85,BHAYNA,(SUJANAGAR)
50,76,83,95,TANTIBANDA,
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,81,,,RAJSHAHI
50,81,10,,BAGHA
50,81,10,21,ARANI
50,81,10,22,BAJUBAGHA
50,81,10,23,BAUSA
50,81,10,55,GARGARI
50,81,10,63,MANIGRAM
50,81,10,79,PAKURIA
50,81,12,,BAGHMARA
50,81,12,20,AUCH PARA
50,81,12,22,BARA BIHANALI
50,81,12,24,BASU PARA
50,81,12,31,DWIPPUR
50,81,12,37,GOALKANDI
50,81,12,44,GOBINDA PARA
50,81,12,50,GANIPUR
50,81,12,56,HAMIR KUTSHA
50,81,12,63,JHIKRA
50,81,12,69,JOGI PARA
50,81,12,72,KACHHARI KAYALI PARA
50,81,12,75,MARIA
50,81,12,82,NARDAS
50,81,12,85,SONADANGA
50,81,12,88,SREEPUR
50,81,12,94,SUBHADANGA
50,81,25,,CHARGHAT
50,81,25,31,BHAYA LAKSHMIPUR
50,81,25,39,CHARGHAT
50,81,25,47,YUSUFPUR
50,81,25,71,NIMPARA
50,81,25,87,SALUA
50,81,25,94,SARDAH
50,81,31,,DURGAPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,81,31,11,DELUABARI
50,81,31,23,DHARMAPUR (PANANAGAR)
50,81,31,35,JHALUKA
50,81,31,47,JOYNAGAR
50,81,31,59,KISMAT GANKAIR
50,81,31,71,MARIA
50,81,31,83,NOAPARA
50,81,34,,GODAGARI
50,81,34,22,BASUDEBPUR
50,81,34,25,CHAR ASHARIADAHA
50,81,34,28,DEOPARA
50,81,34,38,GODAGARI
50,81,34,47,GOGRAM
50,81,34,57,MATIKATA
50,81,34,66,MOHANPUR
50,81,34,76,PAKRI
50,81,34,85,RISHIKUL
50,81,53,,MOHANPUR
50,81,53,13,BAKSHIMAIL
50,81,53,27,DHURAIL
50,81,53,40,GHASIGRAM
50,81,53,54,JAHANABAD
50,81,53,67,MAUGACHHI
50,81,53,81,ROYGHATI
50,81,72,,PABA
50,81,72,27,BARAGACHHI
50,81,72,35,DAMKUR
50,81,72,43,DARSHAN PARA
50,81,72,51,HARAGRAM
50,81,72,54,HARIAN
50,81,72,61,HARIPUR
50,81,72,65,HUJURI PARA
50,81,72,87,PARILA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,81,82,,PUTHIA
50,81,82,13,BANESHWAR
50,81,82,27,BELPUKURIA
50,81,82,40,BHALUKGACHHI
50,81,82,54,JEOPARA
50,81,82,67,PUTHIA
50,81,82,81,SILMARIA
50,81,94,,TANORE
50,81,94,27,BADHAIR
50,81,94,40,CHANDURIA
50,81,94,54,KALMA
50,81,94,57,KAMARGAON
50,81,94,70,PACHANDAR
50,81,94,77,SARANJAI
50,81,94,81,TALANDA
50,88,,,SIRAJGANJ
50,88,11,,BELKUCHI
50,88,11,13,BARA DHUL
50,88,11,27,BELKUCHI
50,88,11,40,BHANGABARI
50,88,11,54,DAULATPUR
50,88,11,67,DHUKARIA BERA
50,88,11,81,RAJAPUR
50,88,27,,CHAUHALI
50,88,27,21,BAGUTIA
50,88,27,23,GHARJAN
50,88,27,27,KHAS KAULIA
50,88,27,31,KHAS PUKURIA
50,88,27,37,OMARPUR
50,88,27,47,SADIA CHANDPUR
50,88,27,71,STHAL
50,88,44,,KAMARKHANDA
50,88,44,19,BHADRAGHAT
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,88,44,38,JAMTAIL
50,88,44,57,JHAWAIL
50,88,44,76,ROY DAULATPUR
50,88,50,,KAZIPUR
50,88,50,15,CHAR GIRISH
50,88,50,17,CHALITADANGA
50,88,50,25,GANDAIL
50,88,50,34,KAZIPUR
50,88,50,43,KHAS RAJBARI
50,88,50,51,MAIJBARI
50,88,50,56,MANSUR NAGAR
50,88,50,60,NATUAR PARA
50,88,50,69,NISHCHINTAPUR
50,88,50,77,SONAMUKHI
50,88,50,86,SUBHAGACHHA
50,88,50,94,TEKANI
50,88,61,,ROYGANJ
50,88,61,13,BRAHMAGACHHA
50,88,61,19,CHANDAIKONA
50,88,61,28,DHAMAINAGAR
50,88,61,38,DHANGARA
50,88,61,47,DHUBIL
50,88,61,57,GHURKA
50,88,61,66,NALKA
50,88,61,76,PANGASHI
50,88,61,85,SONAKHARA
50,88,67,,SHAHJADPUR
50,88,67,12,BELTAIL
50,88,67,14,GALA
50,88,67,21,GARADAHA
50,88,67,29,JALALPUR
50,88,67,36,KAIJURI
50,88,67,43,KAYEMPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,88,67,51,KHUKNI
50,88,67,58,NARINA
50,88,67,65,PORJANA
50,88,67,73,POTAJIA
50,88,67,80,RUPABATI
50,88,67,87,HABIBULLANAGAR
50,88,67,94,SONATANI
50,88,78,,SIRAJGANJ SADAR
50,88,78,16,BAGHBATI
50,88,78,17,BAHULI
50,88,78,25,KALIA HARIPUR
50,88,78,34,KAOAKOLA
50,88,78,43,KHOKSABARI
50,88,78,51,MECHHRA
50,88,78,60,RATANKANDI
50,88,78,69,SAIDABAD
50,88,78,77,SHIALKUL
50,88,78,94,CHHANGACHHA
50,88,89,,TARASH
50,88,89,10,BARUHAS
50,88,89,21,DESHIGRAM
50,88,89,31,MADHAINAGAR
50,88,89,42,MAGURA BINOD
50,88,89,52,NAOGAON
50,88,89,63,SAGUNA
50,88,89,73,TALAM
50,88,89,84,TARASH
50,88,94,,ULLAH PARA
50,88,94,12,BANGALA
50,88,94,14,BARAHAR
50,88,94,21,BARA PANGASHI
50,88,94,29,DURGANAGAR
50,88,94,36,HATIKUMRUL
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
50,88,94,39,KOYRA
50,88,94,43,MOHANPUR
50,88,94,51,PANCHA KRUSHI
50,88,94,58,PURNIMAGANTI
50,88,94,65,RAMKRISHNAPUR
50,88,94,73,SALANGA
50,88,94,80,SALAP
50,88,94,87,UDHUNIA
50,88,94,94,ULLAH PARA
55,,,,RANGPUR
55,27,,,DINAJPUR
55,27,10,,BIRAMPUR
55,27,10,11,BENAIL
55,27,10,23,MUKUNDAPUR
55,27,10,35,DEOR
55,27,10,47,JOTBANI
55,27,10,59,KATLA
55,27,10,71,KHANPUR
55,27,10,83,PALI PRAYAGPUR
55,27,12,,BIRGANJ
55,27,12,13,BHOGNAGAR
55,27,12,17,MARICHA
55,27,12,25,MOHAMMADPUR
55,27,12,34,MOHANPUR
55,27,12,43,NIJPARA
55,27,12,51,PALASHBARI
55,27,12,60,PALTAPUR
55,27,12,69,SHATAGRAM
55,27,12,77,SATAIR
55,27,12,86,SHIBRAMPUR
55,27,12,94,SUJALPUR
55,27,17,,BIRAL
55,27,17,13,AZIMPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,27,17,19,BHANDARA
55,27,17,28,BIRAL
55,27,17,38,BIJORA
55,27,17,47,DHAMAIR
55,27,17,57,DHARMAPUR
55,27,17,66,FARAKKABAD
55,27,17,76,MANGALPUR
55,27,17,80,PALASHBARI
55,27,17,85,RANI PUKUR
55,27,17,95,SAHARGRAM
55,27,21,,BOCHAGANJ
55,27,21,13,ATGAON
55,27,21,27,CHHATAIL
55,27,21,40,ISHANIA
55,27,21,54,MUSHIDHAT
55,27,21,67,NAFANAGAR
55,27,21,81,RANGAON
55,27,30,,CHIRIRBANDAR
55,27,30,13,ABDULPUR
55,27,30,15,ALOKDIHI
55,27,30,23,AMARPUR
55,27,30,31,AULIA PUKUR
55,27,30,39,BHIAIL
55,27,30,47,FATEHJANAPUR
55,27,30,55,ISABPUR
55,27,30,63,NASRATPUR
55,27,30,71,PUNATTI
55,27,30,79,SAINTARA
55,27,30,87,SATNALA
55,27,30,94,TENTULIA
55,27,38,,FULBARI
55,27,38,25,ALADIPUR
55,27,38,28,BETDIGHI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,27,38,38,DAULATPUR
55,27,38,47,ELUARY
55,27,38,66,KAZIHAL
55,27,38,76,KHAYERBARI
55,27,38,84,SHIBNAGAR
55,27,43,,GHORAGHAT
55,27,43,19,BULAKIPUR
55,27,43,38,GHORAGHAT
55,27,43,57,PALSA
55,27,43,76,SINGRA
55,27,47,,HAKIMPUR
55,27,47,13,ALIHAT
55,27,47,40,BOALDAR
55,27,47,81,KHATTA MADHAB PARA
55,27,56,,KAHAROLE
55,27,56,15,DABAR
55,27,56,31,MUKUNDAPUR
55,27,56,47,RAMCHANDRAPUR
55,27,56,63,RASULPUR
55,27,56,79,SUNDARPUR
55,27,56,94,TARGAON
55,27,60,,KHANSAMA
55,27,60,15,ALOKJHARI
55,27,60,31,ANGAR PARA
55,27,60,47,BHABKI
55,27,60,63,BHERBHERI
55,27,60,79,GOALDIHI
55,27,60,94,KHAMAR PARA
55,27,64,,DINAJPUR SADAR
55,27,64,16,ASKARPUR
55,27,64,17,AULIAPUR
55,27,64,25,CHEHELGAZI
55,27,64,34,FAZILPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,27,64,43,KAMALPUR
55,27,64,60,SHANKARPUR
55,27,64,69,SHASHARA
55,27,64,77,SEKHPURA
55,27,64,86,SUNDARBAN
55,27,64,94,UTHRAIL
55,27,69,,NAWABGANJ
55,27,69,13,BHADURIA
55,27,69,17,BINODNAGAR
55,27,69,25,DAUDPUR
55,27,69,43,GOLAPGANJ
55,27,69,51,JOYPUR
55,27,69,69,KUSHDAHA
55,27,69,77,MAHMUDPUR
55,27,69,86,PUTIMARA
55,27,69,94,SHALKHURIA
55,27,77,,PARBATIPUR
55,27,77,16,BELAICHANDI
55,27,77,17,CHANDIPUR
55,27,77,25,HABRA
55,27,77,34,HAMIDPUR
55,27,77,43,HARIRAMPUR
55,27,77,51,MANMATHAPUR
55,27,77,60,MOMINPUR
55,27,77,69,MOSTAFAPUR
55,27,77,77,PALASHBARI
55,27,77,86,RAMPUR
55,32,,,GAIBANDHA
55,32,21,,FULCHHARI
55,32,21,11,ERENDABARI
55,32,21,23,FAZLUPUR
55,32,21,35,FULCHHARI
55,32,21,47,GAZARIA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,32,21,59,KANCHI PARA
55,32,21,71,UDAKHALI
55,32,21,83,URIA
55,32,24,,GAIBANDHA SADAR
55,32,24,12,BADIAKHALI
55,32,24,14,BALLAMJHAR
55,32,24,21,BOALI
55,32,24,36,GHAGOA
55,32,24,43,GIDARI
55,32,24,51,KAMARJANI
55,32,24,58,KHOLAHATI
55,32,24,65,KUPTALA
55,32,24,73,LAKSHMIPUR
55,32,24,80,MALIBARI
55,32,24,85,MOLLAR CHAR
55,32,24,87,RAMCHANDRAPUR
55,32,24,94,SAHA PARA
55,32,30,,GOBINDAGANJ
55,32,30,10,DARBASTA
55,32,30,11,FULBARI
55,32,30,16,GUMANIGANJ
55,32,30,22,HARIRAMPUR
55,32,30,27,KAMARDAHA
55,32,30,33,KAMDIA
55,32,30,39,KATABARI
55,32,30,44,KOCHASAHAR
55,32,30,50,MAHIMAGANJ
55,32,30,55,NAKAI
55,32,30,61,RAJAHAR
55,32,30,67,RAKHAL BURUZ
55,32,30,72,SHALMARA
55,32,30,78,SAPMARA
55,32,30,83,SHAKHAHAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,32,30,89,SHIBPUR
55,32,30,94,TALUK KANUPUR
55,32,67,,PALASHBARI
55,32,67,,PALASHBARI PAURASHAV
55,32,67,85,PALASHBARI
55,32,67,13,BARISAL
55,32,67,19,BETKAPA
55,32,67,28,HARINATHPUR
55,32,67,38,HOSSAINPUR
55,32,67,47,KISHOREGARI
55,32,67,57,MOHADIPUR
55,32,67,66,MANOHARPUR
55,32,67,76,PABNAPUR
55,32,82,,SADULLAPUR
55,32,82,13,BANAGRAM
55,32,82,17,BHATGRAM
55,32,82,25,DAMODARPUR
55,32,82,34,DHAPERHAT
55,32,82,43,FARIDPUR
55,32,82,51,IDILPUR
55,32,82,60,JAMALPUR
55,32,82,69,KHURDA KAMARPUR
55,32,82,77,KAMAR PARA
55,32,82,86,NALDANGA
55,32,82,94,RASULPUR
55,32,88,,SAGHATA
55,32,88,13,BHARTKHALI
55,32,88,19,BONAR PARA
55,32,88,28,GHURIDAHA
55,32,88,38,HALDIA
55,32,88,47,JUMMERBARI
55,32,88,57,KACHUA
55,32,88,66,KAMALER PARA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,32,88,76,PADUMSAHAR
55,32,88,85,SAGHATA
55,32,88,95,MUKTANAGAR
55,32,91,,SUNDARGANJ
55,32,91,11,BAMANDANGA
55,32,91,12,BELKA
55,32,91,18,CHANDIPUR
55,32,91,25,CHHAPARHATI
55,32,91,31,DAHABANDA
55,32,91,37,DHOPADANGA
55,32,91,44,HARIPUR
55,32,91,50,KANCHIBARI
55,32,91,56,KAPASIA
55,32,91,63,RAMJIBAN
55,32,91,69,SHANTIRAM
55,32,91,75,SARBANANDA
55,32,91,82,SONAROY
55,32,91,88,SREEPUR
55,32,91,94,TARAPUR
55,49,,,KURIGRAM
55,49,6,,BHURUNGAMARI
55,49,6,13,ANDHARI JHAR
55,49,6,19,BHURUNGAMARI
55,49,6,28,BOLDIA
55,49,6,38,BANGASONAHAT
55,49,6,47,CHAR BHURUNGAMARI
55,49,6,57,JOYMANIRHAT
55,49,6,66,PAIKER CHHARA
55,49,6,76,PATHARDUBI
55,49,6,85,SHILKHURI
55,49,6,95,TILAI
55,49,8,,CHAR RAJIBPUR
55,49,8,19,CHAR RAJIBPUR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,49,8,57,KODAILKATI
55,49,8,76,MOHANGANJ
55,49,9,,CHILMARI
55,49,9,11,ASHTAMIR CHAR
55,49,9,23,CHILMARI
55,49,9,47,NAYERHAT
55,49,9,59,RAMNA
55,49,9,71,RANIGANJ
55,49,9,83,THANAHAT
55,49,18,,PHULBARI
55,49,18,13,BARA BHITA
55,49,18,27,BHANAGMORE
55,49,18,40,PHULBARI
55,49,18,54,KASHIPUR
55,49,18,67,NAODANGA
55,49,18,81,SHIMULBARI
55,49,52,,KURIGRAM SADAR
55,49,52,17,BELGACHHA
55,49,52,19,BHOGDANGA
55,49,52,28,GHOGADAHA
55,49,52,38,HOLOKHANA
55,49,52,47,JATRAPUR
55,49,52,57,KANTHALBARI
55,49,52,76,MOGALBACHHA
55,49,52,85,PUNCHGACHHI
55,49,61,,NAGESHWARI
55,49,61,11,BALLABHER KHAS
55,49,61,12,BAMANDANGA
55,49,61,18,BERUBARI
55,49,61,25,BHITARBAND
55,49,61,31,HASNABAD
55,49,61,37,KACHAKATA
55,49,61,44,KALIGANJ
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,49,61,50,KEDAR
55,49,61,63,NARAYANPUR
55,49,61,69,NEWASHI
55,49,61,75,NOONKHAWA
55,49,61,82,ROYGANJ
55,49,61,88,RAMKHANA
55,49,61,94,SANTOSHPUR
55,49,77,,RAJARHAT
55,49,77,10,BIDYANANDA
55,49,77,21,CHAKIRPASHAR
55,49,77,31,CHHINAI
55,49,77,42,GHARIALDANGA
55,49,77,52,NAZIMKHAN
55,49,77,73,RAJARHAT
55,49,77,84,OMAR MAJID
55,49,79,,RAUMARI
55,49,79,11,BANDABER
55,49,79,23,DANTBHANGA
55,49,79,35,JADUR CHAR
55,49,79,71,RAUMARI
55,49,79,83,SAULMARI
55,49,94,,ULIPUR
55,49,94,14,BEGUMGANJ
55,49,94,16,BAZRA
55,49,94,22,BURABURI
55,49,94,33,DALDALIA
55,49,94,39,DHAMSERNI
55,49,94,44,DHARANIBARI
55,49,94,50,DURGAPUR
55,49,94,55,GUNAIGACHH
55,49,94,61,HATIA
55,49,94,72,PANDUL
55,49,94,75,SAHEBER ALGA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,49,94,78,TABAKPUR
55,49,94,83,THETROY
55,52,,,LALMONIRHAT
55,52,2,,ADITMARI
55,52,2,10,BHADAI
55,52,2,11,BHELABARI
55,52,2,41,DURGAPUR
55,52,2,59,KAMALABARI
55,52,2,71,MAHISHKHOCHA
55,52,2,77,PALASHI
55,52,2,83,SAPTIBARI
55,52,2,89,SARPUKUR
55,52,33,,HATIBANDHA
55,52,33,15,BARAKHATA
55,52,33,19,BHALAGURI
55,52,33,28,DAOABARI
55,52,33,31,FAKIR PARA
55,52,33,38,GODDIMARI
55,52,33,47,GOTAMARI
55,52,33,57,NOWDABASH
55,52,33,66,PATIKA PARA
55,52,33,74,SANIAJAN
55,52,33,76,SHINGIMARI
55,52,33,85,SINDURNA
55,52,33,95,TANGBHANGA
55,52,39,,KALIGANJ
55,52,39,17,BHOTEMARI
55,52,39,23,CHALBALA
55,52,39,29,CHANDRAPUR
55,52,39,35,DALAGRAM
55,52,39,47,GORAL
55,52,39,53,KAKINA
55,52,39,65,MADATI
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,52,39,95,TUSHBHANDAR
55,52,55,,LALMONIRHAT SADAR
55,52,55,20,BARABARI
55,52,55,29,GOKUNDA
55,52,55,36,HARATI
55,52,55,43,KHUNIAGACHH
55,52,55,51,KULAGHAT
55,52,55,65,MOGALHAT
55,52,55,73,MAHENDRANAGAR
55,52,55,83,PANCHAGRAM
55,52,55,94,RAJPUR
55,52,70,,PATGRAM
55,52,70,13,BAURA
55,52,70,15,BURIMARI
55,52,70,19,DAHAGRAM
55,52,70,27,JAGATBER
55,52,70,40,JONGRA
55,52,70,54,KUCHLIBARI
55,52,70,67,PATGRAM
55,52,70,81,SREERAMPUR
55,73,,,NILPHAMARI
55,73,12,,DIMLA
55,73,12,13,BALA PARA
55,73,12,19,DIMLA
55,73,12,28,GAYABARI
55,73,12,38,JHUNAGACHH CHAPANI
55,73,12,47,KHALISA CHAPANI
55,73,12,57,KHOGA KHARIBARI
55,73,12,66,NAOTARA UNION
55,73,12,76,PASCHIM CHHATNAI
55,73,12,85,PURBA CHHATNAI
55,73,12,95,TEPA KHARIBARI
55,73,15,,DOMAR UPAZILA
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,73,15,17,BAMUNIA UNION
55,73,15,19,BHOGDABARI UNION
55,73,15,28,BORAGARI UNION
55,73,15,38,DOMAR UNION
55,73,15,47,GOMNATI UNION
55,73,15,57,HARINCHARA
55,73,15,66,JORABARI
55,73,15,76,KETKIBARI
55,73,15,85,PANGA MATUKPUR
55,73,15,95,SONAROY
55,73,36,,JALDHAKA
55,73,36,13,BALAGRAM
55,73,36,14,DAOABARI
55,73,36,21,DHARMAPAL
55,73,36,29,GOLMUNDA
55,73,36,36,GOLNA
55,73,36,51,KAIMARI
55,73,36,58,KANTHALI
55,73,36,65,KHUTAMARA
55,73,36,80,MIRGANJ
55,73,36,87,SHIMULBARI
55,73,36,94,SAULMARI
55,73,45,,KISHOREGANJ
55,73,45,17,BAHAGILI
55,73,45,25,BARABHITA
55,73,45,34,CHANDKHANA
55,73,45,43,GARAGRAM
55,73,45,51,KISHOREGANJ
55,73,45,60,MAGURA
55,73,45,69,NITAI
55,73,45,86,PUTIMARI
55,73,45,94,RANACHANDI
55,73,64,,NILPHAMARI SADAR
Unions list of Bangladesh (as on 25-06-2014),,,,
DIVISION,ZILA,UPAZILA/,UNION,NAME
,,THANA,,
55,73,64,11,CHAPRA SARAMJANI
55,73,64,12,CHARAIKHOLA
55,73,64,18,CHAORA BARGACHHA
55,73,64,25,GORGRAM
55,73,64,31,ITAKHOLA
55,73,64,37,KACHUKATA
55,73,64,44,KHOKSHABARI
55,73,64,50,KUNDA PUKUR
55,73,64,63,PANCH PUKUR
55,73,64,69,PALASHBARI
55,73,64,73,LAKSHMI CHAP
55,73,64,75,RAMNAGAR
55,73,64,82,SANGALSHI
55,73,64,88,SONAROY
55,73,64,94,TUPAMARI
55,73,85,,SAIDPUR UPAZILA
55,73,85,23,BANGALIPUR
55,73,85,27,BOTHLAGARI
55,73,85,40,KAMAR PUKUR
55,73,85,54,KHATA MADHUPUR
55,73,85,67,KUSHIRAM BELPUKUR
55,73,85,98,CANTONMENT
55,77,,,PANCHAGARH
55,77,4,,ATWARI
55,77,4,13,ALOWA KHOWA
