"TotalPages","Data.DataId","Data.Indicator","Data.SurveyId","Data.IsPreferred","Data.Value","Data.SDRID","Data.Precision","Data.RegionId","Data.SurveyYearLabel","Data.SurveyType","Data.SurveyYear","Data.IndicatorOrder","Data.DHS_CountryCode","Data.CILow","Data.CountryName","Data.IndicatorType","Data.CharacteristicId","Data.CharacteristicCategory","Data.IndicatorId","Data.CharacteristicOrder","Data.CharacteristicLabel","Data.ByVariableLabel","Data.DenominatorUnweighted","Data.DenominatorWeighted","Data.CIHigh","Data.IsTotal","Data.ByVariableId","RecordsReturned","Page","RecordCount"
2,59784,"Number of live births in the last five (or three) years (unweighted)","BD2011DHS",0,4964,"CHSZWTCUNW",0,"",2011,"DHS",2011,93806080,"BD","","Bangladesh","U",1000,"Total","CH_SZWT_C_UNW",0,"Total","Three years preceding the survey","","4956","",1,14000,1000,1,1667
2,277817,"Number of live births in the last five (or three) years (unweighted)","BD2011DHS",1,8742,"CHSZWTCUNW",0,"",2011,"DHS",2011,93806080,"BD","","Bangladesh","U",1000,"Total","CH_SZWT_C_UNW",0,"Total","Five years preceding the survey","","8789","",1,14001,1000,1,1667
2,326829,"BCG vaccination received","BD2011DHS",1,97.8,"CHVACSCBCG",1,"",2011,"DHS",2011,93836010,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_BCG",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326832,"DPT 1 vaccination received","BD2011DHS",1,97.8,"CHVACSCDP1",1,"",2011,"DHS",2011,93836020,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_DP1",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326833,"DPT 2 vaccination received","BD2011DHS",1,95.6,"CHVACSCDP2",1,"",2011,"DHS",2011,93836030,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_DP2",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326830,"DPT 3 vaccination received","BD2011DHS",1,93.4,"CHVACSCDP3",1,"",2011,"DHS",2011,93836040,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_DP3",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326827,"Polio 0 vaccination received","BD2011DHS",1,19.2,"CHVACSCOP0",1,"",2011,"DHS",2011,93836050,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_OP0",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326831,"Polio 1 vaccination received","BD2011DHS",1,97.8,"CHVACSCOP1",1,"",2011,"DHS",2011,93836060,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_OP1",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326828,"Polio 2 vaccination received","BD2011DHS",1,95.8,"CHVACSCOP2",1,"",2011,"DHS",2011,93836070,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_OP2",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326836,"Polio 3 vaccination received","BD2011DHS",1,93.4,"CHVACSCOP3",1,"",2011,"DHS",2011,93836080,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_OP3",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326837,"Measles vaccination received","BD2011DHS",1,87.5,"CHVACSCMSL",1,"",2011,"DHS",2011,93836090,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_MSL",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326834,"Received all 8 basic vaccinations","BD2011DHS",1,86,"CHVACSCBAS",1,"",2011,"DHS",2011,93836230,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_BAS",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,326835,"Received no vaccinations","BD2011DHS",1,2.1,"CHVACSCNON",1,"",2011,"DHS",2011,93836250,"BD","","Bangladesh","I",268002,"Source of vaccination information","CH_VACS_C_NON",268002,"Either source","","1546","1547","",1,0,1000,1,1667
2,59788,"Number of children 12-23 months","BD2011DHS",1,1547,"CHVACSCNUM",0,"",2011,"DHS",2011,93836260,"BD","","Bangladesh","D",268002,"Source of vaccination information","CH_VACS_C_NUM",268002,"Either source","","1546","","",1,0,1000,1,1667
2,326802,"Number of children 12-23 months (unweighted)","BD2011DHS",1,1546,"CHVACSCUNW",0,"",2011,"DHS",2011,93836270,"BD","","Bangladesh","U",268002,"Source of vaccination information","CH_VACS_C_UNW",268002,"Either source","","","1547","",1,0,1000,1,1667
2,265882,"BCG vaccination received","BD2011DHS",1,97.8,"CHVACCCBCG",1,"",2011,"DHS",2011,93906010,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_BCG",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265884,"DPT1 vaccination received","BD2011DHS",1,97.8,"CHVACCCDP1",1,"",2011,"DHS",2011,93906020,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_DP1",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265883,"DPT2 vaccination received","BD2011DHS",1,95.6,"CHVACCCDP2",1,"",2011,"DHS",2011,93906030,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_DP2",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265885,"DPT3 vaccination received","BD2011DHS",1,93.4,"CHVACCCDP3",1,"",2011,"DHS",2011,93906040,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_DP3",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265887,"Polio0 vaccination received","BD2011DHS",1,19.2,"CHVACCCOP0",1,"",2011,"DHS",2011,93906050,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_OP0",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265888,"Polio1 vaccination received","BD2011DHS",1,97.8,"CHVACCCOP1",1,"",2011,"DHS",2011,93906060,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_OP1",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265889,"Polio2 vaccination received","BD2011DHS",1,95.8,"CHVACCCOP2",1,"",2011,"DHS",2011,93906070,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_OP2",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265890,"Polio3 vaccination received","BD2011DHS",1,93.4,"CHVACCCOP3",1,"",2011,"DHS",2011,93906080,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_OP3",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265886,"Measles vaccination received","BD2011DHS",1,87.5,"CHVACCCMSL",1,"",2011,"DHS",2011,93906090,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_MSL",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265891,"Received all 8 basic vaccinations","BD2011DHS",1,86,"CHVACCCBAS",1,"",2011,"DHS",2011,93906230,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_BAS",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265893,"Received no vaccinations","BD2011DHS",1,2.1,"CHVACCCNON",1,"",2011,"DHS",2011,93906250,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_NON",0,"Total","","1546","1547","",1,0,1000,1,1667
2,265892,"Percentage showing a vaccination card","BD2011DHS",1,66.7,"CHVACCCVCD",1,"",2011,"DHS",2011,93906260,"BD","","Bangladesh","I",1000,"Total","CH_VACC_C_VCD",0,"Total","","1546","1547","",1,0,1000,1,1667
2,59789,"Number of children 12-23 months","BD2011DHS",1,1547,"CHVACCCNUM",0,"",2011,"DHS",2011,93906270,"BD","","Bangladesh","D",1000,"Total","CH_VACC_C_NUM",0,"Total","","1546","","",1,0,1000,1,1667
2,265894,"Number of children 12-23 months (unweighted)","BD2011DHS",1,1546,"CHVACCCUNW",0,"",2011,"DHS",2011,93906280,"BD","","Bangladesh","U",1000,"Total","CH_VACC_C_UNW",0,"Total","","","1547","",1,0,1000,1,1667
2,236900,"BCG vaccination received in first year","BD2011DHS",1,97,"CHVAC1CBCG",1,"",2011,"DHS",2011,93936010,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_BCG",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236901,"DPT1 vaccination received in first year","BD2011DHS",1,97,"CHVAC1CDP1",1,"",2011,"DHS",2011,93936020,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_DP1",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236902,"DPT2 vaccination received in first year","BD2011DHS",1,95.2,"CHVAC1CDP2",1,"",2011,"DHS",2011,93936030,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_DP2",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236903,"DPT3 vaccination received in first year","BD2011DHS",1,92.3,"CHVAC1CDP3",1,"",2011,"DHS",2011,93936040,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_DP3",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236909,"Polio0 vaccination received in first year","BD2011DHS",1,15.3,"CHVAC1COP0",1,"",2011,"DHS",2011,93936050,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_OP0",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236911,"Polio1 vaccination received in first year","BD2011DHS",1,97.2,"CHVAC1COP1",1,"",2011,"DHS",2011,93936060,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_OP1",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236910,"Polio2 vaccination received in first year","BD2011DHS",1,95.5,"CHVAC1COP2",1,"",2011,"DHS",2011,93936070,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_OP2",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236912,"Polio3 vaccination received in first year","BD2011DHS",1,92.6,"CHVAC1COP3",1,"",2011,"DHS",2011,93936080,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_OP3",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236907,"Measles vaccination received in first year","BD2011DHS",1,84.6,"CHVAC1CMSL",1,"",2011,"DHS",2011,93936090,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_MSL",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236904,"Received all 8 basic vaccinations in first year","BD2011DHS",1,83.1,"CHVAC1CBAS",1,"",2011,"DHS",2011,93936230,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_BAS",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236905,"Received no vaccinations in first year","BD2011DHS",1,2.6,"CHVAC1CNON",1,"",2011,"DHS",2011,93936250,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_NON",0,"Total","","6678","6715","",1,0,1000,1,1667
2,236906,"Percentage showing a vaccination card","BD2011DHS",1,54.5,"CHVAC1CVCD",1,"",2011,"DHS",2011,93936260,"BD","","Bangladesh","I",1000,"Total","CH_VAC1_C_VCD",0,"Total","","6678","6715","",1,0,1000,1,1667
2,59791,"Number of children one to four years of age","BD2011DHS",1,6715,"CHVAC1CNUM",0,"",2011,"DHS",2011,93936270,"BD","","Bangladesh","D",1000,"Total","CH_VAC1_C_NUM",0,"Total","","6678","","",1,0,1000,1,1667
2,236908,"Number of children one to four years of age (unweighted)","BD2011DHS",1,6678,"CHVAC1CUNW",0,"",2011,"DHS",2011,93936280,"BD","","Bangladesh","U",1000,"Total","CH_VAC1_C_UNW",0,"Total","","","6715","",1,0,1000,1,1667
2,330572,"Children with symptoms of ARI","BD2011DHS",0,6.6,"CHARISCARI",1,"",2011,"DHS",2011,93966010,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ARI",0,"Total","Three years preceding the survey","4759","4772","",1,14000,1000,1,1667
2,399960,"Children with symptoms of ARI","BD2011DHS",1,5.8,"CHARISCARI",1,"",2011,"DHS",2011,93966010,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ARI",0,"Total","Five years preceding the survey","8332","8395","",1,14001,1000,1,1667
2,59796,"Number of children born in the last five (or three) years","BD2011DHS",0,4772,"CHARISCNUM",0,"",2011,"DHS",2011,93966020,"BD","","Bangladesh","D",1000,"Total","CH_ARIS_C_NUM",0,"Total","Three years preceding the survey","4759","","",1,14000,1000,1,1667
2,399961,"Number of children born in the last five (or three) years","BD2011DHS",1,8395,"CHARISCNUM",0,"",2011,"DHS",2011,93966020,"BD","","Bangladesh","D",1000,"Total","CH_ARIS_C_NUM",0,"Total","Five years preceding the survey","8332","","",1,14001,1000,1,1667
2,330573,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",0,4759,"CHARISCUNW",0,"",2011,"DHS",2011,93966030,"BD","","Bangladesh","U",1000,"Total","CH_ARIS_C_UNW",0,"Total","Three years preceding the survey","","4772","",1,14000,1000,1,1667
2,60019,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",1,8332,"CHARISCUNW",0,"",2011,"DHS",2011,93966030,"BD","","Bangladesh","U",1000,"Total","CH_ARIS_C_UNW",0,"Total","Five years preceding the survey","","8395","",1,14001,1000,1,1667
2,59794,"Children with symptoms of ARI taken to a health facility","BD2011DHS",0,39.9,"CHARISCADV",1,"",2011,"DHS",2011,93966040,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ADV",0,"Total","Three years preceding the survey","319","316","",1,14000,1000,1,1667
2,224342,"Children with symptoms of ARI taken to a health facility","BD2011DHS",1,35.2,"CHARISCADV",1,"",2011,"DHS",2011,93966040,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ADV",0,"Total","Five years preceding the survey","486","486","",1,14001,1000,1,1667
2,59792,"Children with symptoms of ARI who received antibiotics","BD2011DHS",0,72.7,"CHARISCABI",1,"",2011,"DHS",2011,93966050,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ABI",0,"Total","Three years preceding the survey","319","316","",1,14000,1000,1,1667
2,224341,"Children with symptoms of ARI who received antibiotics","BD2011DHS",1,71.4,"CHARISCABI",1,"",2011,"DHS",2011,93966050,"BD","","Bangladesh","I",1000,"Total","CH_ARIS_C_ABI",0,"Total","Five years preceding the survey","486","486","",1,14001,1000,1,1667
2,59793,"Number of children with symptoms of ARI born in the last five (or three) years","BD2011DHS",0,316,"CHARISCNM2",0,"",2011,"DHS",2011,93966060,"BD","","Bangladesh","D",1000,"Total","CH_ARIS_C_NM2",0,"Total","Three years preceding the survey","319","","",1,14000,1000,1,1667
2,60017,"Number of children with symptoms of ARI born in the last five (or three) years","BD2011DHS",1,486,"CHARISCNM2",0,"",2011,"DHS",2011,93966060,"BD","","Bangladesh","D",1000,"Total","CH_ARIS_C_NM2",0,"Total","Five years preceding the survey","486","","",1,14001,1000,1,1667
2,59795,"Number of children with symptoms of ARI born in the last five (or three) years (unweighted)","BD2011DHS",0,319,"CHARISCUN2",0,"",2011,"DHS",2011,93966070,"BD","","Bangladesh","U",1000,"Total","CH_ARIS_C_UN2",0,"Total","Three years preceding the survey","","316","",1,14000,1000,1,1667
2,224343,"Number of children with symptoms of ARI born in the last five (or three) years (unweighted)","BD2011DHS",1,486,"CHARISCUN2",0,"",2011,"DHS",2011,93966070,"BD","","Bangladesh","U",1000,"Total","CH_ARIS_C_UN2",0,"Total","Five years preceding the survey","","486","",1,14001,1000,1,1667
2,344279,"Children with fever in the last two weeks","BD2011DHS",0,40.9,"CHFEVRCFEV",1,"",2011,"DHS",2011,94006010,"BD","","Bangladesh","I",1000,"Total","CH_FEVR_C_FEV",0,"Total","Three years preceding the survey","4759","4772","",1,14000,1000,1,1667
2,387633,"Children with fever in the last two weeks","BD2011DHS",1,36.5,"CHFEVRCFEV",1,"",2011,"DHS",2011,94006010,"BD","","Bangladesh","I",1000,"Total","CH_FEVR_C_FEV",0,"Total","Five years preceding the survey","8332","8395","",1,14001,1000,1,1667
2,355987,"Number of children born in the last five (or three) years","BD2011DHS",0,4772,"CHFEVRCNUM",0,"",2011,"DHS",2011,94006020,"BD","","Bangladesh","D",1000,"Total","CH_FEVR_C_NUM",0,"Total","Three years preceding the survey","4759","","",1,14000,1000,1,1667
2,405128,"Number of children born in the last five (or three) years","BD2011DHS",1,8395,"CHFEVRCNUM",0,"",2011,"DHS",2011,94006020,"BD","","Bangladesh","D",1000,"Total","CH_FEVR_C_NUM",0,"Total","Five years preceding the survey","8332","","",1,14001,1000,1,1667
2,299185,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",0,4759,"CHFEVRCUNW",0,"",2011,"DHS",2011,94006030,"BD","","Bangladesh","U",1000,"Total","CH_FEVR_C_UNW",0,"Total","Three years preceding the survey","","4772","",1,14000,1000,1,1667
2,298292,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",1,8332,"CHFEVRCUNW",0,"",2011,"DHS",2011,94006030,"BD","","Bangladesh","U",1000,"Total","CH_FEVR_C_UNW",0,"Total","Five years preceding the survey","","8395","",1,14001,1000,1,1667
2,437034,"Advice or treatment for fever sought from a health facility or provider","BD2011DHS",0,29.9,"CHFEVTCADV",1,"",2011,"DHS",2011,94036010,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_ADV",0,"Total","Three years preceding the survey","1968","1952","",1,14000,1000,1,1667
2,227523,"Advice or treatment for fever sought from a health facility or provider","BD2011DHS",1,27,"CHFEVTCADV",1,"",2011,"DHS",2011,94036010,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_ADV",0,"Total","Five years preceding the survey","3091","3064","",1,14001,1000,1,1667
2,437035,"Child took antimalarial drugs for fever","BD2011DHS",0,0.6,"CHFEVTCAML",1,"",2011,"DHS",2011,94036020,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_AML",0,"Total","Three years preceding the survey","1968","1952","",1,14000,1000,1,1667
2,227524,"Child took antimalarial drugs for fever","BD2011DHS",1,0.6,"CHFEVTCAML",1,"",2011,"DHS",2011,94036020,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_AML",0,"Total","Five years preceding the survey","3091","3064","",1,14001,1000,1,1667
2,437036,"Child took antibiotic drugs for fever","BD2011DHS",0,65.5,"CHFEVTCABI",1,"",2011,"DHS",2011,94036030,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_ABI",0,"Total","Three years preceding the survey","1968","1952","",1,14000,1000,1,1667
2,227525,"Child took antibiotic drugs for fever","BD2011DHS",1,65.5,"CHFEVTCABI",1,"",2011,"DHS",2011,94036030,"BD","","Bangladesh","I",1000,"Total","CH_FEVT_C_ABI",0,"Total","Five years preceding the survey","3091","3064","",1,14001,1000,1,1667
2,451793,"Number of children with fever in the last two weeks","BD2011DHS",0,1952,"CHFEVTCNUM",0,"",2011,"DHS",2011,94036040,"BD","","Bangladesh","D",1000,"Total","CH_FEVT_C_NUM",0,"Total","Three years preceding the survey","1968","","",1,14000,1000,1,1667
2,60020,"Number of children with fever in the last two weeks","BD2011DHS",1,3064,"CHFEVTCNUM",0,"",2011,"DHS",2011,94036040,"BD","","Bangladesh","D",1000,"Total","CH_FEVT_C_NUM",0,"Total","Five years preceding the survey","3091","","",1,14001,1000,1,1667
2,313037,"Number of children with fever in the last two weeks (unweighted)","BD2011DHS",0,1968,"CHFEVTCUNW",0,"",2011,"DHS",2011,94036050,"BD","","Bangladesh","U",1000,"Total","CH_FEVT_C_UNW",0,"Total","Three years preceding the survey","","1952","",1,14000,1000,1,1667
2,227526,"Number of children with fever in the last two weeks (unweighted)","BD2011DHS",1,3091,"CHFEVTCUNW",0,"",2011,"DHS",2011,94036050,"BD","","Bangladesh","U",1000,"Total","CH_FEVT_C_UNW",0,"Total","Five years preceding the survey","","3064","",1,14001,1000,1,1667
2,426181,"Children with diarrhea","BD2011DHS",0,5.7,"CHDIARCDIA",1,"",2011,"DHS",2011,94066010,"BD","","Bangladesh","I",1000,"Total","CH_DIAR_C_DIA",0,"Total","Three years preceding the survey","4759","4772","",1,14000,1000,1,1667
2,264582,"Children with diarrhea","BD2011DHS",1,4.6,"CHDIARCDIA",1,"",2011,"DHS",2011,94066010,"BD","","Bangladesh","I",1000,"Total","CH_DIAR_C_DIA",0,"Total","Five years preceding the survey","8332","8395","",1,14001,1000,1,1667
2,426180,"Children with diarrhea with blood in the stools","BD2011DHS",0,0.7,"CHDIARCDIB",1,"",2011,"DHS",2011,94066020,"BD","","Bangladesh","I",1000,"Total","CH_DIAR_C_DIB",0,"Total","Three years preceding the survey","4759","4772","",1,14000,1000,1,1667
2,264581,"Children with diarrhea with blood in the stools","BD2011DHS",1,0.6,"CHDIARCDIB",1,"",2011,"DHS",2011,94066020,"BD","","Bangladesh","I",1000,"Total","CH_DIAR_C_DIB",0,"Total","Five years preceding the survey","8332","8395","",1,14001,1000,1,1667
2,426179,"Number of children born in the last five (or three) years","BD2011DHS",0,4772,"CHDIARCNUM",0,"",2011,"DHS",2011,94066030,"BD","","Bangladesh","D",1000,"Total","CH_DIAR_C_NUM",0,"Total","Three years preceding the survey","4759","","",1,14000,1000,1,1667
2,60021,"Number of children born in the last five (or three) years","BD2011DHS",1,8395,"CHDIARCNUM",0,"",2011,"DHS",2011,94066030,"BD","","Bangladesh","D",1000,"Total","CH_DIAR_C_NUM",0,"Total","Five years preceding the survey","8332","","",1,14001,1000,1,1667
2,59797,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",0,4759,"CHDIARCUNW",0,"",2011,"DHS",2011,94066040,"BD","","Bangladesh","U",1000,"Total","CH_DIAR_C_UNW",0,"Total","Three years preceding the survey","","4772","",1,14000,1000,1,1667
2,264571,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",1,8332,"CHDIARCUNW",0,"",2011,"DHS",2011,94066040,"BD","","Bangladesh","U",1000,"Total","CH_DIAR_C_UNW",0,"Total","Five years preceding the survey","","8395","",1,14001,1000,1,1667
2,465723,"Treatment of diarrhea: Taken to a health facility","BD2011DHS",0,28.4,"CHDIATCADV",1,"",2011,"DHS",2011,94106010,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ADV",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60032,"Treatment of diarrhea: Taken to a health facility","BD2011DHS",1,24.8,"CHDIATCADV",1,"",2011,"DHS",2011,94106010,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ADV",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465718,"Treatment of diarrhea: Oral rehydration solution (ORS)","BD2011DHS",0,75.3,"CHDIATCORS",1,"",2011,"DHS",2011,94106020,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORS",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60025,"Treatment of diarrhea: Oral rehydration solution (ORS)","BD2011DHS",1,77.6,"CHDIATCORS",1,"",2011,"DHS",2011,94106020,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORS",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465719,"Treatment of diarrhea: Recommended home fluids (RHF) at home","BD2011DHS",0,7.5,"CHDIATCRHF",1,"",2011,"DHS",2011,94106030,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_RHF",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60035,"Treatment of diarrhea: Recommended home fluids (RHF) at home","BD2011DHS",1,9.6,"CHDIATCRHF",1,"",2011,"DHS",2011,94106030,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_RHF",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465720,"Treatment of diarrhea: Either ORS or RHF","BD2011DHS",0,77.5,"CHDIATCORT",1,"",2011,"DHS",2011,94106040,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORT",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60036,"Treatment of diarrhea: Either ORS or RHF","BD2011DHS",1,80.6,"CHDIATCORT",1,"",2011,"DHS",2011,94106040,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORT",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465721,"Treatment of diarrhea: Increased fluids","BD2011DHS",0,22.4,"CHDIATCINC",1,"",2011,"DHS",2011,94106050,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_INC",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60037,"Treatment of diarrhea: Increased fluids","BD2011DHS",1,25.2,"CHDIATCINC",1,"",2011,"DHS",2011,94106050,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_INC",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465722,"Treatment of diarrhea: ORT or increased fluids","BD2011DHS",0,79.5,"CHDIATCORI",1,"",2011,"DHS",2011,94106060,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORI",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60038,"Treatment of diarrhea: ORT or increased fluids","BD2011DHS",1,82.7,"CHDIATCORI",1,"",2011,"DHS",2011,94106060,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_ORI",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465717,"Treatment of diarrhea: No ORS, RHF or increased fluids","BD2011DHS",0,20.5,"CHDIATCNON",1,"",2011,"DHS",2011,94106070,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_NON",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60026,"Treatment of diarrhea: No ORS, RHF or increased fluids","BD2011DHS",1,17.3,"CHDIATCNON",1,"",2011,"DHS",2011,94106070,"BD","","Bangladesh","I",1000,"Total","CH_DIAT_C_NON",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,465724,"Treatment of diarrhea: don't know or missing","BD2011DHS",0,20.5,"CHDIATCDKM",1,"",2011,"DHS",2011,94106150,"BD","","Bangladesh","S",1000,"Total","CH_DIAT_C_DKM",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,60034,"Treatment of diarrhea: don't know or missing","BD2011DHS",1,17.3,"CHDIATCDKM",1,"",2011,"DHS",2011,94106150,"BD","","Bangladesh","S",1000,"Total","CH_DIAT_C_DKM",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
2,473900,"Number of children born in the last five (or three) years","BD2011DHS",0,271,"CHDIATCNUM",0,"",2011,"DHS",2011,94106160,"BD","","Bangladesh","D",1000,"Total","CH_DIAT_C_NUM",0,"Total","Three years preceding the survey","278","","",1,14000,1000,1,1667
2,60041,"Number of children born in the last five (or three) years","BD2011DHS",1,388,"CHDIATCNUM",0,"",2011,"DHS",2011,94106160,"BD","","Bangladesh","D",1000,"Total","CH_DIAT_C_NUM",0,"Total","Five years preceding the survey","395","","",1,14001,1000,1,1667
2,259432,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",0,278,"CHDIATCUNW",0,"",2011,"DHS",2011,94106170,"BD","","Bangladesh","U",1000,"Total","CH_DIAT_C_UNW",0,"Total","Three years preceding the survey","","271","",1,14000,1000,1,1667
2,60027,"Number of children born in the last five (or three) years (unweighted)","BD2011DHS",1,395,"CHDIATCUNW",0,"",2011,"DHS",2011,94106170,"BD","","Bangladesh","U",1000,"Total","CH_DIAT_C_UNW",0,"Total","Five years preceding the survey","","388","",1,14001,1000,1,1667
2,60224,"Feeding practices during diarrhea: Increased amount of fluids","BD2011DHS",0,22.4,"CHDIFPCLMR",1,"",2011,"DHS",2011,94136010,"BD","","Bangladesh","I",1000,"Total","CH_DIFP_C_LMR",0,"Total","Three years preceding the survey","278","271","",1,14000,1000,1,1667
2,343878,"Feeding practices during diarrhea: Increased amount of fluids","BD2011DHS",1,25.2,"CHDIFPCLMR",1,"",2011,"DHS",2011,94136010,"BD","","Bangladesh","I",1000,"Total","CH_DIFP_C_LMR",0,"Total","Five years preceding the survey","395","388","",1,14001,1000,1,1667
